1	2	1101	1	CtoA	29.38927	-26.43238	0.8532524	30.31797	-26.55763	0.8352588	29.34516	-27.41576	0.8614128	30.31129	-27.33689	0.8556966	
1	1	1101	1	CtoA	29.41356	-26.45909	0.9134436	30.37382	-26.57808	0.911077	29.38702	-27.42395	0.9199936	30.34665	-27.35146	0.9129262	
1	1	1101	0	SilverToGold	0.1624062	-24.04549	0.9069979	0.2406314	-24.12116	0.9061356	0.1955762	-24.03794	0.9117997	0.118301	-24.12196	0.9154327	
1	3	1101	0	AgainstTemplate	-0.5422565	4.0521	0.8889213	-0.5619389	4.144164	0.8861703	-0.5842543	4.113663	0.8959606	-0.5478943	4.03612	0.9051585	
1	3	1101	1	AgainstTemplate	28.84766	-22.3541	0.8867236	29.73998	-22.40474	0.880257	28.77974	-23.28652	0.8984556	29.78106	-23.27384	0.9062446	
1	4	1101	0	AgainstTemplate	-0.9628769	7.345374	0.8992165	-0.993407	7.441238	0.8819746	-1.006917	7.408195	0.8986899	-0.9937026	7.350798	0.9058241	
1	4	1101	1	AgainstTemplate	28.38521	-19.04912	0.8909038	29.27085	-19.06948	0.8898667	28.29955	-19.95709	0.8945415	29.28415	-19.94543	0.9016323	
1	1	1101	2	AgainstTemplate	-3.127964	-22.78529	0.03068995	-2.728603	-25.33721	0.04708081	-65.97879	-29.10926	0.0115366	4.36951	-22.46803	0.0006098747	
1	1	1101	2	reverse	-1.024135	-25.07944	0.5646005	-1.056454	-22.70188	0.5312746	1.319448	-25.05297	0.5268642	1.280269	-22.71143	0.5466257	
1	1	1101	3	AgainstTemplate	26.95114	-48.94444	0.003357053	32.46479	-48.37123	0.03097796	27.22404	-52.8115	0.03717512	27.95213	-50.27013	0.02312791	
1	2	1101	2	AgainstTemplate	1.919627	-5.093302	0.003958344	0.1541495	4.050337	0.000120163	3.21103	1.293688	0.03081667	4.072762	0.252636	0.03555208	
1	2	1101	3	AgainstTemplate	25.88467	-25.31193	0.03031218	32.3145	-24.06441	0.008172333	26.89054	-30.58798	0.007004738	27.87658	-25.73808	0.03564054	
1	3	1101	2	AgainstTemplate	-0.383223	-0.2384027	0.00100106	0.9633843	6.020219	0.03865749	3.149368	4.752957	0.02892733	3.359488	-13.64544	0.01718581	
1	3	1101	2	reverse	-1.736463	3.114355	0.5919892	-1.851185	5.533254	0.5557198	0.5348405	3.17549	0.5703951	0.559439	5.497397	0.5314302	
1	3	1101	3	AgainstTemplate	28.14424	-22.93849	0.8626763	29.02393	-21.70142	0.8550727	29.29351	-23.84105	0.8481654	30.29685	-22.57954	0.8603489	
1	4	1101	2	AgainstTemplate	-2.1918	6.444348	0.8800792	-2.2487	8.830014	0.8736228	0.02734988	6.499375	0.8701243	0.08541384	8.727575	0.8780451	
1	4	1101	3	AgainstTemplate	27.69437	-19.58628	0.6944215	28.5594	-18.21069	0.6848265	28.82696	-20.47595	0.6900179	29.86994	-19.18386	0.7025393	
1	1	1101	0	0	0.03269432	-0.05232896	0.7758018	0.05342932	0.007991177	0.7711895	0.05881064	0.04179116	0.7693048	0.05456707	-0.00992494	0.77668	
1	2	1102	1	CtoA	29.39598	-26.42856	0.8520648	30.34248	-26.54371	0.8304408	29.36093	-27.42202	0.8504394	30.3033	-27.34022	0.8530273	
1	4	1102	1	CtoA	29.32413	-26.40294	0.9530357	30.28217	-26.53231	0.9445323	29.30166	-27.3839	0.9445783	30.26802	-27.29605	0.9550048	
1	4	1102	0	SilverToGold	-1.098701	6.961173	0.9177431	-1.141075	6.982832	0.8928746	-1.129122	6.937536	0.9044463	-1.12365	6.965679	0.9042035	
1	1	1101	1	0	29.42266	-26.53957	0.6930144	30.41066	-26.5566	0.7532797	29.45139	-27.37161	0.7387739	30.45134	-27.40919	0.7430511	
1	1	1102	0	AgainstTemplate	0.5584731	-23.38334	0.9008796	0.6484073	-23.40469	0.895779	0.6259441	-23.32764	0.9036384	0.5139185	-23.42774	0.8928288	
1	1	1102	1	AgainstTemplate	29.97466	-49.84846	0.9064094	31.03774	-49.9958	0.8968703	30.01677	-50.78398	0.8996763	30.88037	-50.83562	0.8979457	
1	1	1101	2	0	-1.485309	-0.4598497	0.6044056	-0.7500863	1.645833	0.5035858	1.088182	-0.7605774	0.4099464	0.3858668	1.341589	0.6363024	
1	3	1102	0	AgainstTemplate	-0.5780848	3.574712	0.8858343	-0.5995713	3.646755	0.8900734	-0.5982359	3.62223	0.8897099	-0.5962608	3.590928	0.8931218	
1	3	1102	1	AgainstTemplate	28.81954	-22.85393	0.897882	29.75839	-22.91787	0.8943489	28.78995	-23.81981	0.8826608	29.76049	-23.75687	0.8890013	
1	1	1102	2	AgainstTemplate	-3.232449	-23.00765	0.04365444	-3.264557	-23.64751	0.006697476	0.4319826	-27.15299	0.0373702	2.231875	-25.04029	0.03548104	
1	1	1102	3	AgainstTemplate	27.87432	-47.82489	0.08861768	26.37195	-52.17023	0.01464695	27.83587	-53.25435	0.005803287	30.94861	-47.23314	0.0097664	
1	2	1102	2	AgainstTemplate	-1.51377	-4.031505	0.004073203	11.24668	199.9298	0.004486203	3.529727	1.306808	0.001507521	112.9319	33.17438	0.002655208	
1	2	1102	2	reverse	-1.226689	-0.9473698	0.5024838	-1.378065	1.493261	0.4823016	1.030444	-0.9390891	0.4639105	1.08975	1.362252	0.5052322	
1	1	1101	3	0	28.07627	-26.10129	0.5615804	30.98985	-24.43246	0.4867344	26.12658	-28.82792	0.1633248	29.76766	-26.58335	0.4730221	
1	2	1102	3	AgainstTemplate	28.68221	-26.96894	0.4753596	29.59501	-25.80717	0.3659239	29.8407	-27.9831	0.4866507	30.87922	-26.68752	0.4252024	
1	3	1102	2	AgainstTemplate	-4.748015	3.208677	0.02263689	1.362661	8.068346	0.008780539	-0.8984362	-0.3120491	0.00750488	1.2761	1.947197	0.02522665	
1	3	1102	3	AgainstTemplate	28.10507	-23.44167	0.8561329	29.00019	-22.21764	0.840346	29.26924	-24.37146	0.8602405	30.25187	-23.09554	0.856127	
1	2	1101	0	0	-0.1485299	24.0142	0.7974404	-0.1961026	24.17557	0.7853776	-0.1416396	24.07672	0.7807405	-0.09236425	24.13167	0.787255	
1	4	1102	2	AgainstTemplate	-2.313728	6.058681	0.8820555	-2.366909	8.414064	0.8626217	-0.0817262	6.052947	0.8874671	-0.0841045	8.296679	0.8823794	
1	4	1102	3	AgainstTemplate	27.50145	-19.9894	0.6924533	28.36811	-18.78586	0.6544397	28.7388	-20.95679	0.7098696	29.67719	-19.59864	0.6787984	
1	2	1101	1	0	29.28269	-2.472638	0.7544725	30.08894	-2.428012	0.768882	29.22428	-3.332031	0.760028	30.26407	-3.236788	0.7775496	
1	2	1101	2	0	-2.466418	24.66039	0.2727154	0.2829842	27.25119	0.6859655	-3.175764	22.38295	0.2968819	-0.8634516	25.52879	0.2652919	
1	1	1102	0	0	0.0374055	0.006482909	0.7789013	0.1028837	0.0295572	0.7778446	0.1367651	0.02414994	0.7734121	0.02376578	-0.01546033	0.7905139	
1	2	1101	3	0	27.99578	-2.182629	0.6786942	30.39911	-0.5684918	0.4911223	29.84053	-3.710969	0.08859432	29.87115	-2.444829	0.6560968	
1	1	1102	1	0	29.43782	-26.51743	0.6835847	30.49016	-26.54307	0.7374098	29.5296	-27.42713	0.7426484	30.44478	-27.44421	0.7564891	
