2	0	0	0	0
3	0	0.003935689	0.002614114	0
4	0	0.005247585	0.003485485	0
5	0	0.006559481	0.004356856	0
6	0	0.007871377	0.005228228	0
7	0	0.009183274	0.006099599	0
8	0	0.01049517	0.00697097	0
9	0	0.01180707	0.007842341	0
10	0	0.01311896	0.008713713	0
11	0	0.05620259	0.02193844	0
12	0	0.004527778	0.02892946	0
13	0	0.004905093	0.03134025	0
14	0	0.005282408	0.03375104	0
15	0	0.005659723	0.03616183	0
16	0	0.006037037	0.03857262	0
17	0	0.006414352	0.0409834	0
18	0	0.006791667	0.04339419	0
19	0	0.007168982	0.04580498	0
20	0	0.007546297	0.04821577	0
21	0	0.007923611	0.05062656	0
22	0	0.008300927	0.05303735	0
23	0	0.008678242	0.05544814	0
24	0	0.009055557	0.05785893	0
25	0	0.009432872	0.06026971	0
26	0	0.009810187	0.06268051	0
27	0	0.0101875	0.06509129	0
28	0	0.01113565	0.001509259	0
29	0	0.05214696	0.001913664	0
30	0	0.04314169	0.04075	0
31	0	0.05467397	0.06567793	0
32	0	0.07459038	0.06454406	0
33	0	0.04483864	0.05010163	0
34	0	0.04284565	0.03662666	0
35	0	0.01632914	0.01011016	0
36	0	0.004636137	0.04208717	0
37	0	0.004764919	0.04325626	0
38	0	0.004893701	0.04442535	0
39	0	0.005022482	0.04559444	0
40	0	0.005151264	0.04676353	0
41	0	0.02116881	0.005444947	0
42	0	0.02168512	0.00557775	0
43	0	0.02220143	0.005710553	0
44	0	0.02271774	0.005843357	0
45	0	0.02323405	0.005976161	0
46	0	0.02375037	0.006108964	0
47	0	0.02967904	0.01012398	0
48	0	0.03167203	0.02359895	0
49	0	0.03369405	0.01605265	0
50	0	0.07048711	0.03770245	0
51	0	0.03018519	0.05549626	0
52	0	0.0483834	0.02867592	0
53	0	0.04986363	0.04929278	0
54	0	0.02000352	0.04048299	0
55	0	0.02037396	0.04123267	0
56	0	0.02074439	0.04198236	0
57	0	0.02111483	0.04273204	0
58	0	0.01993065	0.02623855	0
59	0	0.0401431	0.02922804	0
60	0	0.03882153	0.03938844	0
61	0	0.03812107	0.03677433	0
62	0	0.0331386	0.01460886	0
63	0	0.03755802	0.01902828	0
64	0	0.01756228	0.004773533	0
65	0	0.01783669	0.00484812	0
66	0	0.04004992	0.0346046	0
67	0	0.02657495	0.03261161	0
68	0	0.01905768	0.01361237	0
69	0	0.06136154	0.003935688	0
70	0	0.05640033	0.02767943	0
71	0	0.07166713	0.008246747	0
72	0	0.05371467	0.04387688	0
73	0	0.03851372	0.05355356	0
74	0	0.03161758	0.02177979	0
75	0	0.006037037	0.01132333	0
76	0	0.03038065	0.02142568	0
77	0	0.03671373	0.02393143	0
78	0	0.04371823	0.05007257	0
79	0	0.06161262	0.05648497	0
80	0	0.0585941	0.05729378	0
81	0	0.069484	0.03756505	0
82	0	0.06603204	0.06090439	0
83	0	0.0563844	0.05508407	0
84	0	0.06845847	0.05184884	0
85	0	0.02819219	0.08204959	0
86	0	0.02097097	0.06717373	0
87	0	0.02773749	0.04714895	0
88	0	0.03921948	0.03566697	0
89	0	0.06123724	0.04237543	0
90	0	0.05166892	0.05194375	0
